,PAGE_ID,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,universe,UNIVERSE
10025,482695,Pedro de Noli (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-04,2004.0,,MARVEL
10026,16867,Posterboy (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,2,Feb-04,2004.0,,MARVEL
10027,687388,Primo Falcone (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-04,2004.0,,MARVEL
10028,124814,Purge (The Arena) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Feb-04,2004.0,,MARVEL
10029,24638,Rattatosk (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Oct-04,2004.0,,MARVEL
10030,482688,Robin Wise (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-04,2004.0,,MARVEL
10031,18454,Rosalinda Aguilar (Earth-616),Public Identity,,,,Female Characters,Heterosexual Character,Living Characters,2,Mar-04,2004.0,,MARVEL
10032,687383,Sam Klein (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-04,2004.0,,MARVEL
10033,482699,Shaun Kennedy (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-04,2004.0,,MARVEL
10034,16972,Silkworm (The Arena) (Earth-616),Secret Identity,,,,Female Characters,Heterosexual Character,Living Characters,2,Feb-04,2004.0,,MARVEL
10035,554008,Simon Sanderson (Earth-616),Public Identity,,,Grey Hair,Male Characters,Heterosexual Character,Living Characters,2,Oct-04,2004.0,,MARVEL
10036,34980,Spencer Bronson (Earth-616),,Bad Characters,Multiple Eyes,,Male Characters,Heterosexual Character,Living Characters,2,Apr-04,2004.0,,MARVEL
10037,697361,Stefanya Melnikova (Earth-616),Secret Identity,Neutral Characters,,,Female Characters,Heterosexual Character,Deceased Characters,2,Nov-04,2004.0,,MARVEL
10038,687403,Stella (Washington Heights) (Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Oct-04,2004.0,,MARVEL
10039,555288,Tanya (Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Sep-04,2004.0,,MARVEL
10040,687400,Tony (Washington Heights) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,2,Oct-04,2004.0,,MARVEL
10041,555291,Viktor (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Aug-04,2004.0,,MARVEL
10042,43103,Alecto (Inhuman) (Earth-616),Secret Identity,,,,Female Characters,Heterosexual Character,Living Characters,2,Aug-05,2005.0,,MARVEL
10043,242094,Andrea Hobbes (Earth-616),,Neutral Characters,,,Female Characters,Heterosexual Character,Living Characters,2,Mar-05,2005.0,,MARVEL
10044,557492,Betty Sumitro (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,2,Jun-05,2005.0,,MARVEL
10045,697362,Black Widow (Russian Agent) (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Jan-05,2005.0,,MARVEL
10046,471822,Boy (Earth-616),Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,May-05,2005.0,,MARVEL
10047,21421,Buzz McMahon (Earth-616),Public Identity,,,,Male Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10048,279960,Carrie (District X) (Earth-616),,,,Blond Hair,Female Characters,Heterosexual Character,Living Characters,2,Jan-05,2005.0,,MARVEL
10049,557592,Cinglet (Earth-616),,,Red Eyes,,,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10050,667031,Cuddle-Face (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10051,350267,Derek Bishop (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,May-05,2005.0,,MARVEL
10052,21611,Devron (Earth-616),,Neutral Characters,,,,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10053,19287,Dominicus Pierce (Earth-616),,Neutral Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Apr-05,2005.0,,MARVEL
10054,400738,Elizabeth Keller (Earth-616),,,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Jul-05,2005.0,,MARVEL
10055,119810,Eugene Walker (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-05,2005.0,,MARVEL
10056,95223,General Umbaja (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Jun-05,2005.0,,MARVEL
10057,697367,Grigor Ivanovich Pchelintsov (Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,Heterosexual Character,Living Characters,2,Feb-05,2005.0,,MARVEL
10058,557583,Harlan Stone (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10059,557490,Inger Rinefeld (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,2,Oct-05,2005.0,,MARVEL
10060,689291,Juito (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Feb-05,2005.0,,MARVEL
10061,719765,Kenneth Anderson (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Apr-05,2005.0,,MARVEL
10062,491162,Kimberly Vesco (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,2,May-05,2005.0,,MARVEL
10063,24637,Lerad (Earth-616),Public Identity,Neutral Characters,Green Eyes,,,Heterosexual Character,Living Characters,2,Nov-05,2005.0,,MARVEL
10064,697493,Lyudmila Antonovna Kudrin (Earth-616),Public Identity,Bad Characters,,White Hair,Female Characters,Heterosexual Character,Living Characters,2,Mar-05,2005.0,,MARVEL
10065,557582,Meg Langtry (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10066,279963,Ned Campbell (Earth-616),Public Identity,,,,Male Characters,Homosexual Characters,Deceased Characters,2,Jan-05,2005.0,,MARVEL
10067,607863,Nelson Mandela (Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,Heterosexual Character,Living Characters,2,Jun-05,2005.0,,MARVEL
10068,557586,Padre (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10069,558187,Reyno (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Aug-05,2005.0,,MARVEL
10070,557587,Rose Red (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10071,242099,Sashenka Popova (Earth-616),,Bad Characters,,,Female Characters,Heterosexual Character,Living Characters,2,Jan-05,2005.0,,MARVEL
10072,557584,Six-Gun Kid (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10073,557588,Smith (Renegades) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10074,719762,Stan Finley (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Apr-05,2005.0,,MARVEL
10075,641312,Stone (Assassins Guild) (Earth-616),No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jan-05,2005.0,,MARVEL
10076,557589,Suicide King (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10077,350260,Susan Bishop (Earth-616),,Neutral Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Apr-05,2005.0,,MARVEL
10078,95219,Taniqa Umbaja (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Jun-05,2005.0,,MARVEL
10079,242093,Walker Hobbes (Earth-616),Public Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Mar-05,2005.0,,MARVEL
10080,83233,William Bates (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jul-05,2005.0,,MARVEL
10081,400731,William Keller (Earth-616),,,Blue Eyes,Grey Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-05,2005.0,,MARVEL
10082,557593,Xennon (Earth-616),,,Red Eyes,,,Heterosexual Character,Living Characters,2,Dec-05,2005.0,,MARVEL
10083,547060,Abbess Horror (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Heterosexual Character,Deceased Characters,2,Dec-06,2006.0,,MARVEL
10084,32268,Adam Austin (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-06,2006.0,,MARVEL
10085,547510,Albasini (Earth-616),,Bad Characters,,Bald,Male Characters,Heterosexual Character,Deceased Characters,2,Mar-06,2006.0,,MARVEL
10086,268928,Ame-No-Mi-Kumari (Earth-616),No Dual Identity,Good Characters,,,Female Characters,Heterosexual Character,Living Characters,2,Jul-06,2006.0,,MARVEL
10087,29668,Amina Synge (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Aug-06,2006.0,,MARVEL
10088,117362,Antonio (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Mar-06,2006.0,,MARVEL
10089,400072,Bekka Wallis (Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Jan-06,2006.0,,MARVEL
10090,48277,Bishamon (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Jul-06,2006.0,,MARVEL
10091,430611,Blacklash (Thunderbolts) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10092,300851,Cee (Earth-616),,Neutral Characters,,,Male Characters,Heterosexual Character,Deceased Characters,2,Aug-06,2006.0,,MARVEL
10093,722166,Charr (Earth-616),Public Identity,,Red Eyes,Bald,Male Characters,Heterosexual Character,Deceased Characters,2,Sep-06,2006.0,,MARVEL
10094,271953,Chris McCarthy (Earth-616),Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Deceased Characters,2,Dec-06,2006.0,,MARVEL
10095,668895,David Beiderbecke (Earth-616),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Nov-06,2006.0,,MARVEL
10096,323948,David Munroe II (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-06,2006.0,,MARVEL
10097,42366,Doug and Jerry (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Feb-06,2006.0,,MARVEL
10098,24573,El Dorado (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,2,May-06,2006.0,,MARVEL
10099,565623,Espia (Earth-616),Secret Identity,,,,,Heterosexual Character,Living Characters,2,Nov-06,2006.0,,MARVEL
10100,244319,Extermina (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Oct-06,2006.0,,MARVEL
10101,601531,Fin Fang Foom (Clone) (Earth-616),,Bad Characters,Yellow Eyes,,Male Characters,Heterosexual Character,Deceased Characters,2,Mar-06,2006.0,,MARVEL
10102,60200,Fred Harriman (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jan-06,2006.0,,MARVEL
10103,420861,Gary Quinn (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-06,2006.0,,MARVEL
10104,655022,Ginny Baker (Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,2,Feb-06,2006.0,,MARVEL
10105,29125,Godfrey Calthrop (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-06,2006.0,,MARVEL
10106,109488,Henry Cavanaugh (Earth-616),Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10107,20277,Hubie Edge (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jan-06,2006.0,,MARVEL
10108,35341,Jack Croft (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Mar-06,2006.0,,MARVEL
10109,446696,James Madrox (S.H.I.E.L.D. Agent) (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-06,2006.0,,MARVEL
10110,20273,John Mairs (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jan-06,2006.0,,MARVEL
10111,48276,Kaminari (goddess) (Earth-616),,Good Characters,,White Hair,Female Characters,Heterosexual Character,Living Characters,2,Jul-06,2006.0,,MARVEL
10112,505871,Karen Mason (Earth-616),,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10113,505869,Keith Dixon (Earth-616),,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10114,117351,Ken Floyd (Earth-616),,,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Mar-06,2006.0,,MARVEL
10115,744248,Kravo (Earth-616),No Dual Identity,,,,Male Characters,Heterosexual Character,Living Characters,2,Feb-06,2006.0,,MARVEL
10116,248908,Kurt Duryea (Earth-616),,,,,Male Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10117,83871,Latonya Jefferson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Jan-06,2006.0,,MARVEL
10118,510007,Lavin Skee (Earth-616),Public Identity,Good Characters,,Bald,Male Characters,Heterosexual Character,Deceased Characters,2,May-06,2006.0,,MARVEL
10119,509835,Mung (Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,2,Apr-06,2006.0,,MARVEL
10120,29667,Ned Horrocks (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Aug-06,2006.0,,MARVEL
10121,121317,Pyo (Earth-616),Secret Identity,Good Characters,,,Female Characters,Heterosexual Character,Deceased Characters,2,May-06,2006.0,,MARVEL
10122,474822,Rachel Santiago (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Feb-06,2006.0,,MARVEL
10123,722150,Ronan Kaifi (Earth-616),Public Identity,,Red Eyes,,Male Characters,Heterosexual Character,Deceased Characters,2,May-06,2006.0,,MARVEL
10124,32561,Rorkannu (Earth-616),,Bad Characters,,No Hair,Male Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10125,30927,Sarnogg (Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jun-06,2006.0,,MARVEL
10126,344318,Sentinel X (Earth-616),Secret Identity,Good Characters,,,,Heterosexual Character,Living Characters,2,Oct-06,2006.0,,MARVEL
10127,264444,Setanta (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Jan-06,2006.0,,MARVEL
10128,323935,Shetani (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10129,19677,Susan Svenson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Jan-06,2006.0,,MARVEL
10130,36107,Thomas Eliot (Earth-616),Public Identity,,,,Male Characters,Heterosexual Character,Deceased Characters,2,Aug-06,2006.0,,MARVEL
10131,20271,Tim Hacker (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jan-06,2006.0,,MARVEL
10132,26813,Tullk Ul-Zyn (Earth-616),,,Blue Eyes,No Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jun-06,2006.0,,MARVEL
10133,20753,Violet Sanchez (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Mar-06,2006.0,,MARVEL
10134,430612,Whiplash (Thunderbolts) (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10135,477012,Zack Zimmerman (Earth-616),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Sep-06,2006.0,,MARVEL
10136,288867,Banara (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-07,2007.0,,MARVEL
10137,691466,Bannerman Brown (Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,Heterosexual Character,Deceased Characters,2,Apr-07,2007.0,,MARVEL
10138,691469,Bannerman Green (Earth-616),Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Deceased Characters,2,Apr-07,2007.0,,MARVEL
10139,521962,Bei Bang-Wen (Earth-616),,Good Characters,Blue Eyes,Bald,Male Characters,Heterosexual Character,Living Characters,2,Mar-07,2007.0,,MARVEL
10140,68965,Carlos Carvalho (Earth-616),Public Identity,,,,Male Characters,Heterosexual Character,Living Characters,2,Sep-07,2007.0,,MARVEL
10141,565894,Chan-Dar (Earth-616),Public Identity,,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Sep-07,2007.0,,MARVEL
10142,722970,Charlie (Prison Guard) (Earth-616),Public Identity,,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,2,May-07,2007.0,,MARVEL
10143,288878,Cirin (Earth-616),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Nov-07,2007.0,,MARVEL
10144,42785,Comte de Nuit (Earth-616),Secret Identity,Good Characters,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,2,Feb-07,2007.0,,MARVEL
10145,577896,Crane Mother (Earth-616),Secret Identity,,,,Female Characters,Heterosexual Character,Living Characters,2,May-07,2007.0,,MARVEL
10146,666129,Creeper (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jun-07,2007.0,,MARVEL
10147,550080,Crimson Dynamo XI (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Deceased Characters,2,Oct-07,2007.0,,MARVEL
10148,605108,Daisy (Villain) (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,Heterosexual Character,Living Characters,2,Jun-07,2007.0,,MARVEL
10149,338537,Daniel Maddox (Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Apr-07,2007.0,,MARVEL
10150,724598,Darius Faraz (Earth-616),,,,Bald,Male Characters,Heterosexual Character,Living Characters,2,May-07,2007.0,,MARVEL
10151,554994,Derek Petrie (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Nov-07,2007.0,,MARVEL
10152,191507,Eugene Patilio (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Dec-07,2007.0,,MARVEL
10153,116828,Floyd Baker (Earth-616),,Neutral Characters,Brown Eyes,Auburn Hair,Male Characters,Heterosexual Character,Living Characters,2,Jun-07,2007.0,,MARVEL
10154,101644,Heka-Nut (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Aug-07,2007.0,,MARVEL
10155,692191,Henry Pym (Onslaught Reborn) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Mar-07,2007.0,,MARVEL
10156,286204,Hercules (CSA) (Earth-616),Known to Authorities Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Feb-07,2007.0,,MARVEL
10157,52927,Herman Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Jun-07,2007.0,,MARVEL
10158,90210,Karanda (Earth-616),,Good Characters,,,Female Characters,Heterosexual Character,Living Characters,2,Feb-07,2007.0,,MARVEL
10159,558083,Kurani (Earth-616),Public Identity,,Red Eyes,No Hair,,Heterosexual Character,Living Characters,2,Mar-07,2007.0,,MARVEL
10160,84959,Lars Hanson (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Nov-07,2007.0,,MARVEL
10161,484106,Lindsay (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-07,2007.0,,MARVEL
10162,480840,Lord Byson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Sep-07,2007.0,,MARVEL
10163,74661,Lucy Cervantes (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Oct-07,2007.0,,MARVEL
10164,666127,Megan Hoyden (Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,2,Jun-07,2007.0,,MARVEL
10165,631749,Miss Diaz (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,2,Feb-07,2007.0,,MARVEL
10166,485648,Mrs. Rennie (Earth-616),Public Identity,,,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Dec-07,2007.0,,MARVEL
10167,724134,Phineas Randall (Earth-616),,,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,May-07,2007.0,,MARVEL
10168,78160,Pup (Lupine) (Earth-616),,,,,Male Characters,Heterosexual Character,Living Characters,2,Mar-07,2007.0,,MARVEL
10169,569586,Rich (Earth-616),,,,,Male Characters,Heterosexual Character,Living Characters,2,Mar-07,2007.0,,MARVEL
10170,480841,Snow Queen (New Men) (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Female Characters,Heterosexual Character,Living Characters,2,Sep-07,2007.0,,MARVEL
10171,490293,Somnus (Earth-616),Public Identity,,,No Hair,,Heterosexual Character,Living Characters,2,Apr-07,2007.0,,MARVEL
10172,289327,Vayos (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Nov-07,2007.0,,MARVEL
10173,43130,Wu Ao-Shi (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,2,Feb-07,2007.0,,MARVEL
10174,666132,Yellow Kid (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Heterosexual Character,Living Characters,2,Jun-07,2007.0,,MARVEL
10175,282259,Amp (Michelle) (Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,Heterosexual Character,Living Characters,2,May-08,2008.0,,MARVEL
10176,123381,Arthur Moore (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Jun-08,2008.0,,MARVEL
10177,392278,Atalanta (Argonauts) (Earth-616),,Good Characters,,,Female Characters,Heterosexual Character,Living Characters,2,Jul-08,2008.0,,MARVEL
10178,466736,Barry Gwynn (Earth-616),Secret Identity,Neutral Characters,,Grey Hair,Male Characters,Heterosexual Character,Living Characters,2,May-08,2008.0,,MARVEL
10179,523475,"Benjamin Donovan, Jr. (Earth-616)",,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Sep-08,2008.0,,MARVEL
10180,289347,Benjamin Rabin (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,2,Jun-08,2008.0,,MARVEL
10181,168039,Blacksmith (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual Character,Deceased Characters,2,Oct-08,2008.0,,MARVEL
10182,725490,Bruno Karnelli (Earth-616),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,2,Mar-08,2008.0,,MARVEL
10183,708394,Dicero (Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,Heterosexual Character,Living Characters,2,Jul-08,2008.0,,MARVEL
10184,485929,Dr. Burke (Earth-616),Public Identity,,Black Eyes,Red Hair,Female Characters,Heterosexual Character,Living Characters,2,Jan-08,2008.0,,MARVEL
10185,121879,Edith Harper (Earth-616),,,,,Female Characters,Heterosexual Character,Deceased Characters,2,Jul-08,2008.0,,MARVEL
10186,666117,Ellsworth Johnson (Skrull) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Jan-08,2008.0,,MARVEL
10187,121898,Frankie Kollins (Earth-616),Public Identity,,,,Male Characters,Heterosexual Character,Living Characters,2,Jul-08,2008.0,,MARVEL
10188,193327,Fritz Kalb (Earth-616),,Good Characters,,,Male Characters,Heterosexual Character,Deceased Characters,2,Nov-08,2008.0,,MARVEL
10189,298234,Galactus (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual Character,Living Characters,2,Dec-08,2008.0,,MARVEL
10190,488561,Gomez (Earth-616),Public Identity,,,,Male Characters,Heterosexual Character,Living Characters,2,Jul-08,2008.0,,MARVEL
10191,486626,Henry Shearing (Earth-616),Public Identity,,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Feb-08,2008.0,,MARVEL
10192,685948,Hylas (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Aug-08,2008.0,,MARVEL
10193,316459,Koaam (Earth-616),Public Identity,Good Characters,Yellow Eyes,Bald,Male Characters,Heterosexual Character,Deceased Characters,2,Aug-08,2008.0,,MARVEL
10194,666121,Malcolm Little (Skrull) (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Jan-08,2008.0,,MARVEL
10195,666116,"Martin Luther King, Jr. (Skrull) (Earth-616)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,2,Jan-08,2008.0,,MARVEL
